date,store_id,product_id,category,mrp,discount_pct,net_sales,units_sold,promo_flag
2024-02-11,S005,P001,OTC,456.91,5,2170.32,5,1
2024-02-11,S005,P044,Personal Care,362.1,10,651.78,2,1
2024-02-11,S005,P004,Medical Devices,407.6,15,346.46,1,1
2024-02-11,S005,P037,Personal Care,258.84,10,465.91,2,1
2024-02-11,S005,P013,Personal Care,310.28,0,1241.12,4,0
2024-02-11,S005,P010,OTC,315.06,20,2268.43,9,1
2024-02-11,S005,P034,Wellness,126.85,5,843.55,7,1
2024-02-11,S006,P050,Prescription,486.72,0,2433.6,5,0
2024-02-11,S006,P004,Prescription,72.03,10,194.48,3,1
2024-02-11,S006,P048,Prescription,479.0,10,2155.5,5,1
2024-02-11,S006,P011,Prescription,355.16,0,1775.8,5,0
2024-02-11,S006,P032,Prescription,448.99,0,1346.97,3,0
2024-02-11,S006,P034,Personal Care,389.31,5,2219.07,6,1
2024-02-11,S006,P021,Wellness,213.97,0,641.91,3,0
2024-02-11,S006,P013,Personal Care,85.87,0,686.96,8,0
2024-02-11,S007,P040,Personal Care,280.67,10,1515.62,6,1
2024-02-11,S007,P010,OTC,410.64,15,2792.35,8,1
2024-02-11,S007,P030,Personal Care,356.5,10,962.55,3,1
2024-02-11,S007,P042,Medical Devices,263.38,0,2633.8,10,0
2024-02-11,S007,P039,Prescription,454.26,10,2044.17,5,1
2024-02-11,S007,P019,Personal Care,267.51,0,802.53,3,0
2024-02-11,S007,P036,Medical Devices,119.43,0,716.58,6,0
2024-02-11,S007,P045,Medical Devices,95.12,15,565.96,7,1
2024-02-11,S008,P029,OTC,242.5,0,485.0,2,0
2024-02-11,S008,P008,Medical Devices,404.85,0,809.7,2,0
2024-02-11,S008,P022,Personal Care,255.42,0,766.26,3,0
2024-02-11,S008,P009,Personal Care,145.67,5,553.55,4,1
2024-02-11,S008,P012,Prescription,137.09,15,582.63,5,1
2024-02-11,S008,P033,OTC,415.23,10,747.41,2,1
2024-02-11,S008,P048,OTC,84.94,20,135.9,2,1
2024-02-11,S008,P023,OTC,246.1,10,1550.43,7,1
2024-02-11,S009,P044,Prescription,304.6,10,822.42,3,1
2024-02-11,S009,P043,OTC,166.59,5,1266.08,8,1
2024-02-11,S009,P010,OTC,114.75,5,436.05,4,1
2024-02-11,S009,P028,Prescription,435.74,20,697.18,2,1
2024-02-11,S009,P018,Personal Care,375.61,0,2253.66,6,0
2024-02-11,S009,P036,Prescription,417.73,15,2485.49,7,1
2024-02-11,S009,P027,Personal Care,82.88,15,211.34,3,1
2024-02-11,S009,P034,Wellness,399.86,0,1599.44,4,0
2024-02-11,S010,P008,Medical Devices,145.1,10,1044.72,8,1
2024-02-11,S010,P029,Medical Devices,428.64,0,1714.56,4,0
2024-02-11,S010,P037,Wellness,252.0,15,1071.0,5,1
2024-02-11,S010,P007,Prescription,131.87,0,1186.83,9,0
2024-02-11,S010,P005,OTC,131.55,0,657.75,5,0
2024-02-11,S010,P036,OTC,283.05,5,2151.18,8,1
2024-02-11,S010,P030,Prescription,145.09,0,580.36,4,0
2024-02-11,S010,P048,OTC,409.55,0,2866.85,7,0
2024-02-12,S001,P010,Prescription,370.27,0,2221.62,6,0
2024-02-12,S001,P023,OTC,258.3,0,1291.5,5,0
2024-02-12,S001,P027,Wellness,191.76,10,345.17,2,1
2024-02-12,S001,P036,Prescription,219.66,0,658.98,3,0
2024-02-12,S001,P030,Personal Care,247.01,10,2223.09,10,1
2024-02-12,S001,P011,Prescription,477.2,0,2386.0,5,0
2024-02-12,S001,P039,OTC,133.12,0,532.48,4,0
2024-02-12,S001,P032,Medical Devices,139.96,0,839.76,6,0
2024-02-12,S002,P038,OTC,301.93,10,1630.42,6,1
2024-02-12,S002,P032,Personal Care,424.85,0,1699.4,4,0
2024-02-12,S002,P035,Personal Care,489.45,0,1468.35,3,0
2024-02-12,S002,P042,Prescription,161.07,10,434.89,3,1
2024-02-12,S002,P012,Personal Care,246.99,15,1469.59,7,1
2024-02-12,S002,P010,Wellness,441.31,0,2647.86,6,0
2024-02-12,S002,P022,Prescription,91.55,10,576.76,7,1
2024-02-12,S002,P039,Prescription,441.61,10,1987.24,5,1
2024-02-12,S003,P021,Medical Devices,340.98,0,1704.9,5,0
2024-02-12,S003,P020,OTC,137.23,0,411.69,3,0
2024-02-12,S003,P004,Personal Care,215.62,0,1078.1,5,0
2024-02-12,S003,P006,Prescription,184.81,0,739.24,4,0
2024-02-12,S003,P014,Personal Care,408.42,5,1552.0,4,1
2024-02-12,S003,P013,OTC,97.58,0,780.64,8,0
2024-02-12,S003,P003,Personal Care,485.81,0,1943.24,4,0
2024-02-12,S003,P010,Prescription,334.19,20,802.06,3,1
2024-02-12,S004,P012,Personal Care,103.98,0,623.88,6,0
2024-02-12,S004,P047,Prescription,291.75,0,2042.25,7,0
2024-02-12,S004,P033,Prescription,87.19,0,610.33,7,0
2024-02-12,S004,P020,OTC,291.71,0,1458.55,5,0
2024-02-12,S004,P042,Medical Devices,63.24,0,316.2,5,0
2024-02-12,S004,P030,Medical Devices,93.35,5,798.14,9,1
2024-02-12,S004,P013,Personal Care,123.97,0,619.85,5,0
2024-02-12,S004,P002,Personal Care,443.96,15,1886.83,5,1
2024-02-12,S005,P032,Personal Care,446.17,0,3123.19,7,0
2024-02-12,S005,P050,Prescription,98.89,5,375.78,4,1
2024-02-12,S005,P049,Wellness,249.49,0,997.96,4,0
2024-02-12,S005,P048,OTC,275.48,0,550.96,2,0
2024-02-12,S005,P016,Wellness,338.49,15,1438.58,5,1
2024-02-12,S005,P003,Wellness,488.52,5,1856.38,4,1
2024-02-12,S005,P008,OTC,70.65,10,127.17,2,1
2024-02-12,S005,P007,OTC,61.24,0,244.96,4,0
2024-02-12,S006,P015,OTC,239.73,5,910.97,4,1
2024-02-12,S006,P042,OTC,338.19,10,2130.6,7,1
2024-02-12,S006,P003,Personal Care,351.92,0,3167.28,9,0
2024-02-12,S006,P046,Wellness,452.25,0,2713.5,6,0
2024-02-12,S006,P019,Personal Care,208.34,5,989.62,5,1
2024-02-12,S006,P001,Prescription,114.86,10,206.75,2,1
2024-02-12,S006,P014,Wellness,64.28,15,109.28,2,1
2024-02-12,S006,P009,Prescription,212.33,10,1146.58,6,1
2024-02-12,S007,P023,Prescription,147.61,0,1180.88,8,0
2024-02-12,S007,P005,OTC,52.77,0,105.54,2,0
2024-02-12,S007,P031,Personal Care,394.77,10,1421.17,4,1
2024-02-12,S007,P027,OTC,289.03,0,2312.24,8,0
2024-02-12,S007,P001,Prescription,177.83,15,1511.56,10,1
2024-02-12,S007,P004,Prescription,395.31,10,1778.9,5,1
2024-02-12,S007,P032,OTC,490.26,0,2941.56,6,0
2024-02-12,S007,P037,Medical Devices,229.66,0,1148.3,5,0
2024-02-12,S008,P014,Personal Care,127.32,20,305.57,3,1
2024-02-12,S008,P023,Prescription,301.04,10,812.81,3,1
2024-02-12,S008,P031,Medical Devices,491.08,0,1964.32,4,0
2024-02-12,S008,P039,Medical Devices,114.22,0,799.54,7,0
2024-02-12,S008,P030,Wellness,223.14,10,1405.78,7,1
2024-02-12,S008,P042,OTC,452.71,0,2263.55,5,0
2024-02-12,S008,P002,Personal Care,154.23,10,555.23,4,1
2024-02-12,S008,P034,OTC,224.59,0,224.59,1,0
2024-02-12,S009,P010,Medical Devices,211.86,0,635.58,3,0
2024-02-12,S009,P032,Wellness,248.06,20,793.79,4,1
2024-02-12,S009,P005,Personal Care,183.77,10,661.57,4,1
2024-02-12,S009,P045,Wellness,143.76,5,956.0,7,1
2024-02-12,S009,P022,Personal Care,249.64,10,1123.38,5,1
2024-02-12,S009,P016,Wellness,172.23,10,1085.05,7,1
2024-02-12,S009,P035,Personal Care,224.7,15,381.99,2,1
2024-02-12,S009,P046,Prescription,414.97,0,1244.91,3,0
2024-02-12,S010,P039,Medical Devices,193.71,0,774.84,4,0
2024-02-12,S010,P042,OTC,372.59,20,2086.5,7,1
2024-02-12,S010,P015,OTC,371.68,10,669.02,2,1
2024-02-12,S010,P001,Prescription,75.66,0,453.96,6,0
2024-02-12,S010,P020,Medical Devices,150.7,10,1491.93,11,1
2024-02-12,S010,P029,Wellness,112.35,0,337.05,3,0
2024-02-12,S010,P047,Medical Devices,447.92,0,4031.28,9,0
2024-02-12,S010,P014,Prescription,89.6,0,268.8,3,0
2024-02-13,S001,P007,Wellness,147.98,5,421.74,3,1
2024-02-13,S001,P041,OTC,386.35,20,1854.48,6,1
2024-02-13,S001,P045,OTC,422.62,15,1796.13,5,1
2024-02-13,S001,P028,Wellness,79.79,15,542.57,8,1
2024-02-13,S001,P050,OTC,174.58,5,663.4,4,1
2024-02-13,S001,P039,Medical Devices,113.99,5,433.16,4,1
2024-02-13,S001,P008,Personal Care,55.18,0,110.36,2,0
2024-02-13,S001,P025,OTC,69.15,10,373.41,6,1
2024-02-13,S002,P050,OTC,489.88,10,2204.46,5,1
2024-02-13,S002,P018,OTC,152.73,20,855.29,7,1
2024-02-13,S002,P012,OTC,90.36,10,243.97,3,1
2024-02-13,S002,P032,Prescription,252.2,15,1071.85,5,1
2024-02-13,S002,P024,Personal Care,108.8,0,544.0,5,0
2024-02-13,S002,P043,OTC,51.02,5,242.34,5,1
2024-02-13,S002,P033,Prescription,429.26,0,858.52,2,0
2024-02-13,S002,P041,Personal Care,200.09,0,800.36,4,0
2024-02-13,S003,P042,Wellness,370.91,10,2670.55,8,1
2024-02-13,S003,P044,Prescription,487.61,5,3705.84,8,1
2024-02-13,S003,P012,Personal Care,321.15,0,2569.2,8,0
2024-02-13,S003,P045,Wellness,254.95,10,688.36,3,1
2024-02-13,S003,P001,OTC,455.05,10,2866.82,7,1
2024-02-13,S003,P019,OTC,121.07,20,484.28,5,1
2024-02-13,S003,P003,Prescription,252.58,0,1768.06,7,0
2024-02-13,S003,P008,OTC,329.17,15,839.38,3,1
2024-02-13,S004,P004,Personal Care,204.33,0,612.99,3,0
2024-02-13,S004,P044,Wellness,118.51,5,675.51,6,1
2024-02-13,S004,P013,Wellness,295.37,5,2244.81,8,1
2024-02-13,S004,P038,Wellness,240.59,0,1202.95,5,0
2024-02-13,S004,P016,Wellness,161.59,5,460.53,3,1
2024-02-13,S004,P033,Personal Care,336.75,15,858.71,3,1
2024-02-13,S004,P028,Personal Care,135.69,0,1085.52,8,0
2024-02-13,S004,P030,Prescription,243.95,0,1463.7,6,0
2024-02-13,S005,P001,Prescription,429.87,0,1289.61,3,0
2024-02-13,S005,P046,Personal Care,469.26,5,2674.78,6,1
2024-02-13,S005,P014,Prescription,56.04,0,280.2,5,0
2024-02-13,S005,P003,Personal Care,401.37,0,3210.96,8,0
2024-02-13,S005,P033,Medical Devices,341.11,15,2319.55,8,1
2024-02-13,S005,P021,Medical Devices,411.49,20,2633.54,8,1
2024-02-13,S005,P030,Wellness,55.22,5,157.38,3,1
2024-02-13,S005,P007,OTC,82.24,15,209.71,3,1
2024-02-13,S006,P028,Medical Devices,288.84,0,1444.2,5,0
2024-02-13,S006,P035,Personal Care,385.24,0,4622.88,12,0
2024-02-13,S006,P040,Medical Devices,438.55,5,2499.74,6,1
2024-02-13,S006,P002,Wellness,276.08,0,1932.56,7,0
2024-02-13,S006,P015,OTC,329.39,10,889.35,3,1
2024-02-13,S006,P022,Personal Care,470.32,5,1787.22,4,1
2024-02-13,S006,P032,Prescription,408.0,5,2325.6,6,1
2024-02-13,S006,P036,Medical Devices,257.95,5,980.21,4,1
2024-02-13,S007,P016,Medical Devices,295.05,5,2242.38,8,1
2024-02-13,S007,P018,Medical Devices,104.86,0,734.02,7,0
2024-02-13,S007,P003,Wellness,95.93,15,570.78,7,1
2024-02-13,S007,P034,Medical Devices,393.65,0,1180.95,3,0
2024-02-13,S007,P027,Prescription,437.24,0,3060.68,7,0
2024-02-13,S007,P042,Medical Devices,200.18,20,1121.01,7,1
2024-02-13,S007,P010,Wellness,372.62,10,670.72,2,1
2024-02-13,S007,P047,Medical Devices,398.33,0,398.33,1,0
2024-02-13,S008,P028,Prescription,117.15,5,333.88,3,1
2024-02-13,S008,P027,Personal Care,237.62,10,1069.29,5,1
2024-02-13,S008,P042,Wellness,254.96,0,764.88,3,0
2024-02-13,S008,P008,OTC,194.25,5,553.61,3,1
2024-02-13,S008,P013,OTC,448.24,20,1792.96,5,1
2024-02-13,S008,P011,Personal Care,109.2,5,311.22,3,1
2024-02-13,S008,P040,Personal Care,411.53,15,2098.8,6,1
2024-02-13,S008,P030,Prescription,192.31,10,1211.55,7,1
2024-02-13,S009,P025,Personal Care,484.22,0,484.22,1,0
2024-02-13,S009,P013,Medical Devices,461.02,0,2766.12,6,0
2024-02-13,S009,P028,OTC,126.08,0,504.32,4,0
2024-02-13,S009,P023,Medical Devices,134.4,0,806.4,6,0
2024-02-13,S009,P033,Wellness,391.65,0,1958.25,5,0
2024-02-13,S009,P010,Personal Care,414.58,5,1575.4,4,1
2024-02-13,S009,P029,Personal Care,254.23,0,1271.15,5,0
2024-02-13,S009,P039,Prescription,106.7,0,960.3,9,0
2024-02-13,S010,P044,Personal Care,132.6,0,397.8,3,0
2024-02-13,S010,P036,Wellness,186.66,0,933.3,5,0
2024-02-13,S010,P031,OTC,392.36,5,372.74,1,1
2024-02-13,S010,P018,Personal Care,338.68,15,1151.51,4,1
2024-02-13,S010,P042,OTC,405.1,10,1093.77,3,1
2024-02-13,S010,P029,OTC,305.99,0,1223.96,4,0
2024-02-13,S010,P037,Medical Devices,101.24,20,404.96,5,1
2024-02-13,S010,P033,Medical Devices,152.7,20,610.8,5,1
2024-02-14,S001,P035,Personal Care,420.48,15,1429.63,4,1
2024-02-14,S001,P019,Personal Care,106.03,0,424.12,4,0
2024-02-14,S001,P004,OTC,292.21,10,788.97,3,1
2024-02-14,S001,P030,Prescription,329.29,10,889.08,3,1
2024-02-14,S001,P037,OTC,414.71,10,1119.72,3,1
2024-02-14,S001,P003,Personal Care,320.92,0,641.84,2,0
2024-02-14,S001,P018,Prescription,398.21,5,1891.5,5,1
2024-02-14,S001,P038,Personal Care,105.26,15,268.41,3,1
2024-02-14,S002,P028,OTC,230.44,15,1175.24,6,1
2024-02-14,S002,P037,OTC,242.37,20,1357.27,7,1
2024-02-14,S002,P012,Prescription,86.56,0,432.8,5,0
2024-02-14,S002,P016,Wellness,249.13,10,672.65,3,1
2024-02-14,S002,P023,Prescription,369.69,20,2366.02,8,1
2024-02-14,S002,P033,Personal Care,206.97,0,1241.82,6,0
2024-02-14,S002,P013,Medical Devices,181.66,0,544.98,3,0
2024-02-14,S002,P004,Prescription,493.87,20,1580.38,4,1
2024-02-14,S003,P044,OTC,238.65,20,572.76,3,1
2024-02-14,S003,P012,Wellness,80.55,0,241.65,3,0
2024-02-14,S003,P022,Personal Care,461.77,0,1847.08,4,0
2024-02-14,S003,P027,Medical Devices,259.95,20,623.88,3,1
2024-02-14,S003,P020,Wellness,332.76,0,1996.56,6,0
2024-02-14,S003,P005,OTC,54.4,20,435.2,10,1
2024-02-14,S003,P009,Personal Care,194.85,10,175.36,1,1
2024-02-14,S003,P014,Personal Care,195.62,10,528.17,3,1
2024-02-14,S004,P014,Medical Devices,366.44,5,1740.59,5,1
2024-02-14,S004,P031,Medical Devices,446.21,5,3391.2,8,1
2024-02-14,S004,P035,OTC,307.02,0,921.06,3,0
2024-02-14,S004,P027,Personal Care,433.08,15,1472.47,4,1
2024-02-14,S004,P019,OTC,121.95,0,731.7,6,0
2024-02-14,S004,P017,OTC,130.51,15,221.87,2,1
2024-02-14,S004,P018,Wellness,120.41,5,228.78,2,1
2024-02-14,S004,P038,Wellness,93.52,0,654.64,7,0
2024-02-14,S005,P005,OTC,471.57,5,2239.96,5,1
2024-02-14,S005,P014,Medical Devices,329.61,0,1318.44,4,0
2024-02-14,S005,P049,Medical Devices,444.57,5,2111.71,5,1
2024-02-14,S005,P027,Wellness,378.83,0,2651.81,7,0
2024-02-14,S005,P024,OTC,394.66,5,2624.49,7,1
2024-02-14,S005,P021,Prescription,128.6,10,810.18,7,1
2024-02-14,S005,P030,Prescription,253.59,5,2168.19,9,1
2024-02-14,S005,P032,Wellness,432.4,5,2464.68,6,1
2024-02-14,S006,P047,Wellness,483.47,10,870.25,2,1
2024-02-14,S006,P003,OTC,65.06,20,104.1,2,1
2024-02-14,S006,P009,Wellness,385.11,0,385.11,1,0
2024-02-14,S006,P043,Medical Devices,333.73,10,600.71,2,1
2024-02-14,S006,P017,OTC,51.22,5,97.32,2,1
2024-02-14,S006,P001,Medical Devices,160.83,20,514.66,4,1
2024-02-14,S006,P038,Medical Devices,438.28,10,2366.71,6,1
2024-02-14,S006,P018,Personal Care,241.44,0,1207.2,5,0
2024-02-14,S007,P004,OTC,275.99,10,993.56,4,1
2024-02-14,S007,P041,OTC,247.2,20,593.28,3,1
2024-02-14,S007,P032,Prescription,252.26,0,1513.56,6,0
2024-02-14,S007,P010,Wellness,71.86,15,366.49,6,1
2024-02-14,S007,P015,Prescription,214.31,10,1543.03,8,1
2024-02-14,S007,P037,Personal Care,189.7,0,1517.6,8,0
2024-02-14,S007,P025,Wellness,246.58,10,1331.53,6,1
2024-02-14,S007,P013,Medical Devices,235.05,5,669.89,3,1
2024-02-14,S008,P045,Medical Devices,149.46,15,127.04,1,1
2024-02-14,S008,P019,Medical Devices,408.31,0,408.31,1,0
2024-02-14,S008,P011,Wellness,360.37,5,2396.46,7,1
2024-02-14,S008,P016,Medical Devices,226.74,15,770.92,4,1
2024-02-14,S008,P012,Medical Devices,329.06,0,1316.24,4,0
2024-02-14,S008,P047,Wellness,289.77,0,2028.39,7,0
2024-02-14,S008,P020,Medical Devices,80.91,5,461.19,6,1
2024-02-14,S008,P025,Wellness,276.27,0,1381.35,5,0
2024-02-14,S009,P010,Personal Care,385.75,0,1928.75,5,0
2024-02-14,S009,P042,Medical Devices,256.21,5,1460.4,6,1
2024-02-14,S009,P018,Personal Care,277.34,0,2218.72,8,0
2024-02-14,S009,P022,Wellness,369.45,10,1662.52,5,1
2024-02-14,S009,P025,OTC,268.3,20,643.92,3,1
2024-02-14,S009,P036,Wellness,439.25,0,1317.75,3,0
2024-02-14,S009,P015,Personal Care,313.66,10,1411.47,5,1
2024-02-14,S009,P014,Prescription,83.26,10,524.54,7,1
2024-02-14,S010,P037,OTC,224.76,20,1798.08,10,1
2024-02-14,S010,P010,Personal Care,376.0,0,752.0,2,0
2024-02-14,S010,P004,Prescription,336.2,5,1916.34,6,1
2024-02-14,S010,P015,Wellness,278.92,5,1589.84,6,1
2024-02-14,S010,P027,Personal Care,115.54,10,519.93,5,1
2024-02-14,S010,P011,Wellness,323.63,20,1294.52,5,1
2024-02-14,S010,P025,Medical Devices,349.91,0,1749.55,5,0
2024-02-14,S010,P006,Medical Devices,457.28,0,2286.4,5,0
2024-02-15,S001,P038,Wellness,166.2,20,0.0,0,1
2024-02-15,S001,P044,Medical Devices,304.83,10,1097.39,4,1
2024-02-15,S001,P003,Wellness,178.05,0,356.1,2,0
2024-02-15,S001,P034,Prescription,270.05,0,1620.3,6,0
2024-02-15,S001,P042,Medical Devices,290.22,15,1233.44,5,1
2024-02-15,S001,P013,Prescription,427.33,10,1153.79,3,1
2024-02-15,S001,P019,Wellness,279.99,15,1903.93,8,1
2024-02-15,S001,P021,Wellness,489.77,10,3526.34,8,1
2024-02-15,S002,P008,Wellness,83.06,0,332.24,4,0
2024-02-15,S002,P047,Medical Devices,317.79,5,1509.5,5,1
2024-02-15,S002,P009,Medical Devices,193.25,5,1835.88,10,1
2024-02-15,S002,P029,OTC,150.35,20,360.84,3,1
2024-02-15,S002,P007,OTC,176.4,0,1411.2,8,0
2024-02-15,S002,P027,Medical Devices,370.7,20,2372.48,8,1
2024-02-15,S002,P013,OTC,252.35,10,1362.69,6,1
2024-02-15,S002,P005,Personal Care,424.6,0,1273.8,3,0
2024-02-15,S003,P047,Prescription,236.82,15,2012.97,10,1
2024-02-15,S003,P038,Wellness,198.48,10,1071.79,6,1
2024-02-15,S003,P029,Prescription,291.77,5,554.36,2,1
2024-02-15,S003,P036,OTC,99.5,0,597.0,6,0
2024-02-15,S003,P013,Personal Care,422.82,10,2283.23,6,1
2024-02-15,S003,P033,Wellness,215.14,10,1161.76,6,1
2024-02-15,S003,P043,Wellness,402.81,10,1087.59,3,1
2024-02-15,S003,P037,Personal Care,111.35,5,952.04,9,1
2024-02-15,S004,P017,OTC,64.72,0,194.16,3,0
2024-02-15,S004,P030,Prescription,321.58,20,1543.58,6,1
2024-02-15,S004,P001,Personal Care,464.8,5,2207.8,5,1
2024-02-15,S004,P013,Wellness,392.12,15,999.91,3,1
2024-02-15,S004,P037,Personal Care,387.01,0,1548.04,4,0
2024-02-15,S004,P024,Medical Devices,407.53,0,2852.71,7,0
2024-02-15,S004,P036,Personal Care,418.98,5,2786.22,7,1
2024-02-15,S004,P011,Medical Devices,96.48,20,231.55,3,1
2024-02-15,S005,P047,OTC,323.17,0,1939.02,6,0
2024-02-15,S005,P010,Personal Care,181.09,20,289.74,2,1
2024-02-15,S005,P014,OTC,248.43,5,1888.07,8,1
2024-02-15,S005,P049,Personal Care,247.29,15,1681.57,8,1
2024-02-15,S005,P039,Medical Devices,451.5,5,2573.55,6,1
2024-02-15,S005,P035,Prescription,56.55,5,214.89,4,1
2024-02-15,S005,P003,Prescription,269.7,5,1537.29,6,1
2024-02-15,S005,P041,OTC,232.2,10,1671.84,8,1
2024-02-15,S006,P025,Personal Care,132.64,20,848.9,8,1
2024-02-15,S006,P037,Medical Devices,68.98,0,482.86,7,0
2024-02-15,S006,P005,Wellness,114.34,0,1143.4,10,0
2024-02-15,S006,P012,Prescription,323.64,10,1165.1,4,1
2024-02-15,S006,P050,Medical Devices,216.57,0,1299.42,6,0
2024-02-15,S006,P024,Medical Devices,352.63,10,634.73,2,1
2024-02-15,S006,P032,Prescription,495.8,0,2974.8,6,0
2024-02-15,S006,P039,Prescription,389.61,10,1753.24,5,1
2024-02-15,S007,P028,OTC,172.45,0,1034.7,6,0
2024-02-15,S007,P045,OTC,424.32,0,848.64,2,0
2024-02-15,S007,P027,Medical Devices,107.81,0,539.05,5,0
2024-02-15,S007,P009,Wellness,126.33,0,378.99,3,0
2024-02-15,S007,P024,Medical Devices,470.97,5,3579.37,8,1
2024-02-15,S007,P016,OTC,497.59,20,1194.22,3,1
2024-02-15,S007,P014,Wellness,247.87,0,1239.35,5,0
2024-02-15,S007,P020,Medical Devices,135.21,5,1027.6,8,1
2024-02-15,S008,P027,Prescription,421.03,5,3599.81,9,1
2024-02-15,S008,P016,Personal Care,187.59,10,844.16,5,1
2024-02-15,S008,P045,Personal Care,363.36,10,1635.12,5,1
2024-02-15,S008,P005,Prescription,85.47,0,256.41,3,0
2024-02-15,S008,P001,Medical Devices,441.06,0,2205.3,5,0
2024-02-15,S008,P008,OTC,60.23,15,204.78,4,1
2024-02-15,S008,P047,Prescription,390.97,0,1172.91,3,0
2024-02-15,S008,P048,OTC,296.75,5,2537.21,9,1
2024-02-15,S009,P022,Wellness,189.31,5,1079.07,6,1
2024-02-15,S009,P013,Prescription,280.6,10,2272.86,9,1
2024-02-15,S009,P005,Wellness,66.51,15,226.13,4,1
2024-02-15,S009,P048,Wellness,380.59,0,761.18,2,0
2024-02-15,S009,P038,Prescription,149.79,10,674.05,5,1
2024-02-15,S009,P026,Wellness,475.75,0,1903.0,4,0
2024-02-15,S009,P033,Prescription,492.86,10,1774.3,4,1
2024-02-15,S009,P008,Personal Care,485.1,10,2182.95,5,1
2024-02-15,S010,P012,Prescription,461.07,0,0.0,0,0
2024-02-15,S010,P010,Prescription,457.82,15,3502.32,9,1
2024-02-15,S010,P004,Wellness,205.66,10,740.38,4,1
2024-02-15,S010,P019,Medical Devices,159.05,0,636.2,4,0
2024-02-15,S010,P025,OTC,437.68,5,2494.78,6,1
2024-02-15,S010,P021,Medical Devices,156.11,0,1404.99,9,0
2024-02-15,S010,P023,Medical Devices,387.42,10,2440.75,7,1
2024-02-15,S010,P046,Medical Devices,496.82,20,4372.02,11,1
2024-02-16,S001,P022,Wellness,167.19,0,835.95,5,0
2024-02-16,S001,P025,OTC,144.66,15,737.77,6,1
2024-02-16,S001,P001,Personal Care,293.11,0,879.33,3,0
2024-02-16,S001,P039,Wellness,175.66,0,1229.62,7,0
2024-02-16,S001,P030,Medical Devices,216.62,0,649.86,3,0
2024-02-16,S001,P040,OTC,425.52,10,1531.87,4,1
2024-02-16,S001,P018,OTC,143.21,20,229.14,2,1
2024-02-16,S001,P017,Wellness,369.81,5,1053.96,3,1
2024-02-16,S002,P036,Medical Devices,98.84,5,469.49,5,1
2024-02-16,S002,P009,Personal Care,247.75,15,1263.53,6,1
2024-02-16,S002,P021,Medical Devices,138.63,0,554.52,4,0
2024-02-16,S002,P050,Personal Care,157.55,20,126.04,1,1
2024-02-16,S002,P049,Personal Care,293.94,5,1396.22,5,1
2024-02-16,S002,P017,OTC,341.48,0,1365.92,4,0
2024-02-16,S002,P042,Wellness,277.44,10,1498.18,6,1
2024-02-16,S002,P006,Personal Care,118.4,5,674.88,6,1
2024-02-16,S003,P027,Personal Care,484.01,5,1379.43,3,1
2024-02-16,S003,P004,OTC,299.18,15,762.91,3,1
2024-02-16,S003,P016,Prescription,448.56,5,1278.4,3,1
2024-02-16,S003,P002,Wellness,470.65,0,1882.6,4,0
2024-02-16,S003,P001,OTC,223.09,10,803.12,4,1
2024-02-16,S003,P044,Medical Devices,103.81,0,1245.72,12,0
2024-02-16,S003,P021,Medical Devices,116.56,0,466.24,4,0
2024-02-16,S003,P006,Medical Devices,273.61,0,273.61,1,0
2024-02-16,S004,P017,Wellness,85.25,20,477.4,7,1
2024-02-16,S004,P005,Prescription,264.4,15,898.96,4,1
2024-02-16,S004,P030,Medical Devices,141.09,20,902.98,8,1
2024-02-16,S004,P020,Personal Care,120.75,0,603.75,5,0
2024-02-16,S004,P039,OTC,306.32,0,1225.28,4,0
2024-02-16,S004,P025,Medical Devices,367.52,20,2352.13,8,1
2024-02-16,S004,P044,Wellness,186.45,5,1239.89,7,1
2024-02-16,S004,P038,Medical Devices,326.35,10,587.43,2,1
2024-02-16,S005,P001,Prescription,137.42,5,522.2,4,1
2024-02-16,S005,P030,Wellness,456.27,0,2737.62,6,0
2024-02-16,S005,P041,Wellness,229.41,20,917.64,5,1
2024-02-16,S005,P038,Personal Care,208.6,10,375.48,2,1
2024-02-16,S005,P043,Wellness,140.93,5,535.53,4,1
2024-02-16,S005,P032,OTC,228.86,0,686.58,3,0
2024-02-16,S005,P037,Wellness,397.66,0,1590.64,4,0
2024-02-16,S005,P023,Medical Devices,245.33,5,1165.32,5,1
2024-02-16,S006,P044,Wellness,371.47,15,315.75,1,1
2024-02-16,S006,P007,Personal Care,205.28,0,1642.24,8,0
2024-02-16,S006,P046,Personal Care,98.84,5,1784.06,19,1
2024-02-16,S006,P021,Wellness,479.33,5,1821.45,4,1
2024-02-16,S006,P029,Prescription,135.8,0,950.6,7,0
2024-02-16,S006,P045,Personal Care,57.45,0,57.45,1,0
2024-02-16,S006,P020,Wellness,168.75,5,480.94,3,1
2024-02-16,S006,P025,Personal Care,287.67,0,1150.68,4,0
2024-02-16,S007,P016,OTC,198.65,5,1321.02,7,1
2024-02-16,S007,P033,OTC,77.82,10,210.11,3,1
2024-02-16,S007,P045,Personal Care,223.42,0,1117.1,5,0
2024-02-16,S007,P041,Medical Devices,241.06,5,1145.04,5,1
2024-02-16,S007,P022,Prescription,180.28,0,540.84,3,0
2024-02-16,S007,P014,Prescription,242.1,5,689.98,3,1
2024-02-16,S007,P004,OTC,494.56,10,2225.52,5,1
2024-02-16,S007,P005,Prescription,275.79,0,827.37,3,0
2024-02-16,S008,P014,OTC,305.76,5,1742.83,6,1
